branch_id,month,region,sales_jpy,price_change_flag,income_band,avg_temp_c,foot_traffic,manager_tenure_months
BR_2920,2024-04,South,4583384,1,Low,19.9,10585,94
BR_2920,2025-04,South,3891053,1,Low,12.2,12527,80
BR_2921,2024-04,South,4539156,1,Mid,28.6,13899,99
BR_2921,2025-04,North,4707311,1,Mid,23.3,17141,10
BR_2922,2024-04,West,4974994,0,Mid,16.6,16592,108
BR_2922,2025-04,East,4644673,0,Mid,15.5,10262,95
BR_2923,2024-04,West,5158337,1,Low,26.1,17040,10
BR_2923,2025-04,West,3688295,1,Low,28.4,10375,84
BR_2924,2024-04,East,4764935,1,Mid,25.9,12248,102
BR_2924,2025-04,North,5129899,1,Mid,29.9,9148,31
BR_2925,2024-04,South,4712923,1,Mid,15.2,9310,30
BR_2925,2025-04,South,4651966,1,Mid,29.0,11637,17
BR_2926,2024-04,South,5115314,1,Mid,26.8,12469,36
BR_2926,2025-04,North,4867116,1,Mid,23.3,12522,83
BR_2927,2024-04,West,4863205,1,Mid,27.7,12714,39
BR_2927,2025-04,South,4671225,1,Mid,22.0,13710,113
BR_2928,2024-04,North,4889062,1,Mid,28.1,12864,118
BR_2928,2025-04,East,4878358,1,Mid,20.8,9911,82
BR_2929,2024-04,East,4539996,0,Low,15.0,14068,87
BR_2929,2025-04,West,4998410,0,Low,22.7,17438,50
BR_2930,2024-04,North,4932778,1,High,16.7,10423,38
BR_2930,2025-04,West,4897292,1,High,15.4,12026,114
BR_2931,2024-04,East,4657311,0,Mid,22.6,16742,99
BR_2931,2025-04,East,4505061,0,Mid,27.1,11100,81
BR_2932,2024-04,North,4883989,0,Low,11.4,11158,101
BR_2932,2025-04,South,4857463,0,Low,22.0,15287,51
BR_2933,2024-04,South,4719224,0,Mid,23.7,13212,97
BR_2933,2025-04,West,4539167,0,Mid,11.7,14889,40
BR_2934,2024-04,North,4837288,0,Mid,28.7,15249,72
BR_2934,2025-04,East,4828716,0,Mid,27.2,15541,102
BR_2935,2024-04,East,5045075,0,High,25.2,13230,19
BR_2935,2025-04,West,4661955,0,High,26.5,15902,21
BR_2936,2024-04,South,4886742,0,Low,25.5,15758,22
BR_2936,2025-04,South,4585162,0,Low,26.1,12722,88
BR_2937,2024-04,West,4818531,0,High,24.9,17508,70
BR_2937,2025-04,East,5041537,0,High,21.3,13699,58
BR_2938,2024-04,West,4608363,1,Low,11.6,13808,41
BR_2938,2025-04,South,4150249,1,Low,25.4,12743,29
BR_2939,2024-04,South,4839334,1,Mid,19.8,12888,108
BR_2939,2025-04,North,5009618,1,Mid,25.0,9782,71
BR_2940,2024-04,West,4764205,1,Mid,26.6,10886,46
BR_2940,2025-04,North,5199548,1,Mid,28.7,15969,65
BR_2941,2024-04,South,5189119,0,Mid,28.0,14097,116
BR_2941,2025-04,East,4836198,0,Mid,28.8,10157,68
BR_2942,2024-04,West,5081879,0,Mid,24.9,12746,24
BR_2942,2025-04,South,4858943,0,Mid,27.6,10363,71
BR_2943,2024-04,West,4796825,0,Mid,15.0,12817,114
BR_2943,2025-04,West,5032233,0,Mid,12.5,16941,101
BR_2944,2024-04,East,4782856,0,High,12.5,11315,99
BR_2944,2025-04,North,4918836,0,High,23.1,16462,52
BR_2945,2024-04,West,4523916,1,High,25.1,12719,99
BR_2945,2025-04,West,4915396,1,High,13.5,11420,102
BR_2946,2024-04,South,4870198,0,High,29.1,14534,37
BR_2946,2025-04,West,4617221,0,High,20.6,13851,34
BR_2947,2024-04,West,4692149,0,High,12.7,15358,49
BR_2947,2025-04,West,5126852,0,High,18.0,13223,15
BR_2948,2024-04,South,4637326,1,High,13.1,9897,116
BR_2948,2025-04,South,4763323,1,High,10.2,10108,30
BR_2949,2024-04,West,5094027,1,Mid,15.0,17103,91
BR_2949,2025-04,North,4991764,1,Mid,19.1,13268,102
BR_2950,2024-04,South,4775583,1,High,17.6,11944,54
BR_2950,2025-04,East,5123030,1,High,27.1,9804,6
BR_2951,2024-04,South,5039542,0,High,12.3,12853,32
BR_2951,2025-04,South,5084553,0,High,13.5,15830,110
BR_2952,2024-04,South,4821580,0,Low,24.0,17311,20
BR_2952,2025-04,East,5092647,0,Low,17.4,17081,18
BR_2953,2024-04,South,5151238,0,Mid,10.1,17751,72
BR_2953,2025-04,South,4663037,0,Mid,23.8,14350,102
BR_2954,2024-04,South,4781755,1,Mid,21.3,10825,45
BR_2954,2025-04,West,4698901,1,Mid,18.6,10354,57
BR_2955,2024-04,East,4633205,1,Mid,10.6,11083,8
BR_2955,2025-04,North,4605759,1,Mid,19.3,9780,90
BR_2956,2024-04,North,4522007,1,Low,17.3,10747,118
BR_2956,2025-04,West,3304705,1,Low,23.7,12435,33
BR_2957,2024-04,East,4922907,0,High,23.5,13494,56
BR_2957,2025-04,South,5037745,0,High,10.3,15431,32
BR_2958,2024-04,North,4837045,0,High,18.5,11024,107
BR_2958,2025-04,South,5177610,0,High,18.5,16427,99
BR_2959,2024-04,North,5137112,1,Mid,25.2,9243,98
BR_2959,2025-04,South,5007637,1,Mid,22.5,17817,90
BR_2960,2024-04,South,4610204,1,Low,28.1,15389,101
BR_2960,2025-04,West,4150383,1,Low,22.0,14619,12
BR_2961,2024-04,West,4682438,1,Mid,10.2,16649,31
BR_2961,2025-04,South,5020487,1,Mid,21.7,11248,110
BR_2962,2024-04,East,4608618,0,Low,25.5,17425,92
BR_2962,2025-04,South,4569715,0,Low,13.9,10275,87
BR_2963,2024-04,North,4880489,1,Low,23.7,13315,50
BR_2963,2025-04,West,4016726,1,Low,11.9,12338,19
BR_2964,2024-04,West,5188456,0,High,24.5,14091,91
BR_2964,2025-04,East,5189772,0,High,13.7,9779,119
BR_2965,2024-04,South,5039996,0,High,25.1,17851,32
BR_2965,2025-04,South,4900941,0,High,20.1,10524,63
BR_2966,2024-04,East,4900376,0,High,10.5,14963,50
BR_2966,2025-04,East,4903723,0,High,20.1,12102,41
BR_2967,2024-04,West,4679141,0,Mid,26.5,16362,119
BR_2967,2025-04,East,5005494,0,Mid,11.3,9872,32
BR_2968,2024-04,South,4954445,1,High,27.4,16971,13
BR_2968,2025-04,West,4651992,1,High,12.7,9975,80
BR_2969,2024-04,West,4675454,0,High,17.2,13303,41
BR_2969,2025-04,West,4884552,0,High,11.1,17865,10
BR_2970,2024-04,East,5159309,1,Mid,12.6,15727,87
BR_2970,2025-04,North,4863011,1,Mid,19.9,10380,16
BR_2971,2024-04,South,4947617,1,Low,27.9,16385,90
BR_2971,2025-04,East,3911257,1,Low,24.5,13150,59
BR_2972,2024-04,North,4732772,0,Mid,23.3,14187,11
BR_2972,2025-04,West,4909849,0,Mid,28.9,14036,79
BR_2973,2024-04,West,4914147,1,High,15.5,16527,15
BR_2973,2025-04,South,5084398,1,High,27.2,11986,75
BR_2974,2024-04,East,4630159,1,High,29.5,15364,95
BR_2974,2025-04,South,5062901,1,High,26.8,17926,89
BR_2975,2024-04,South,4955019,1,Mid,18.1,13961,65
BR_2975,2025-04,West,5002203,1,Mid,29.5,10441,12
BR_2976,2024-04,East,5059706,0,High,14.3,10665,35
BR_2976,2025-04,North,4747363,0,High,27.2,11646,97
BR_2977,2024-04,West,4767633,0,Low,12.5,11363,100
BR_2977,2025-04,North,4602326,0,Low,16.8,14743,120
BR_2978,2024-04,West,4896721,0,Mid,27.3,15461,29
BR_2978,2025-04,West,4768466,0,Mid,21.6,15789,54
BR_2979,2024-04,West,4885230,1,Low,17.4,16640,37
BR_2979,2025-04,North,4254315,1,Low,15.0,17155,26
BR_2980,2024-04,South,4757263,0,High,21.0,14509,120
BR_2980,2025-04,West,4566667,0,High,25.0,16821,65
BR_2981,2024-04,East,4693108,0,Mid,10.4,9780,109
BR_2981,2025-04,East,5094039,0,Mid,10.7,15833,23
BR_2982,2024-04,South,4813209,1,High,15.9,14896,118
BR_2982,2025-04,East,5015444,1,High,20.2,17414,45
BR_2983,2024-04,South,5140799,0,Mid,18.7,13719,117
BR_2983,2025-04,West,5172894,0,Mid,11.5,14013,25
BR_2984,2024-04,West,4922892,0,High,22.0,10208,111
BR_2984,2025-04,East,4899679,0,High,14.6,10633,19
BR_2985,2024-04,West,4838619,0,Mid,26.4,13179,77
BR_2985,2025-04,South,5003058,0,Mid,20.6,13442,97
BR_2986,2024-04,West,4831453,0,High,24.7,14507,46
BR_2986,2025-04,West,5086092,0,High,16.9,9225,43
BR_2987,2024-04,North,5143556,1,High,12.7,12396,89
BR_2987,2025-04,East,4951311,1,High,17.4,11213,80
BR_2988,2024-04,North,5189279,1,Low,13.2,17132,54
BR_2988,2025-04,North,3701039,1,Low,20.2,15756,103
BR_2989,2024-04,North,5053094,0,Low,25.6,16103,7
BR_2989,2025-04,North,4809456,0,Low,16.4,12768,13
BR_2990,2024-04,West,4538877,1,Low,28.9,15851,65
BR_2990,2025-04,East,3741495,1,Low,25.3,11098,110
BR_2991,2024-04,East,5117786,1,Low,29.0,15768,82
BR_2991,2025-04,West,3765546,1,Low,28.3,9842,94
BR_2992,2024-04,East,4854983,1,Mid,20.2,12116,54
BR_2992,2025-04,West,5058815,1,Mid,21.1,14590,6
BR_2993,2024-04,South,4905809,1,Low,24.4,9483,52
BR_2993,2025-04,West,3680812,1,Low,10.5,14204,119
BR_2994,2024-04,East,5042882,0,Low,26.6,10836,80
BR_2994,2025-04,West,4810280,0,Low,14.1,10264,48
BR_2995,2024-04,North,4515373,0,High,26.9,11927,15
BR_2995,2025-04,East,4898594,0,High,15.0,15480,7
BR_2996,2024-04,South,5052072,1,Mid,22.2,17103,28
BR_2996,2025-04,West,4564720,1,Mid,11.4,14544,86
BR_2997,2024-04,West,4932436,0,Mid,16.4,17098,8
BR_2997,2025-04,North,4903881,0,Mid,14.2,13477,84
BR_2998,2024-04,East,4694091,0,High,12.2,13219,72
BR_2998,2025-04,West,5038523,0,High,12.9,17718,78
BR_2999,2024-04,West,4883042,0,High,25.2,11758,42
BR_2999,2025-04,South,4516835,0,High,22.8,14584,29
BR_3000,2024-04,North,4888910,1,Low,28.1,12910,93
BR_3000,2025-04,North,3550441,1,Low,10.3,12755,43
BR_3001,2024-04,South,5165905,1,High,14.9,13422,85
BR_3001,2025-04,South,4646312,1,High,27.8,10434,89
BR_3002,2024-04,West,4954172,0,Mid,12.1,13373,9
BR_3002,2025-04,East,4601052,0,Mid,25.8,13829,7
BR_3003,2024-04,South,4790333,1,High,16.7,17929,20
BR_3003,2025-04,North,4967790,1,High,23.2,10842,22
BR_3004,2024-04,North,4591906,0,High,22.8,15008,105
BR_3004,2025-04,North,4680831,0,High,10.2,12914,48
BR_3005,2024-04,East,5136128,1,Low,26.9,17830,65
BR_3005,2025-04,North,3358553,1,Low,25.6,11155,47
BR_3006,2024-04,North,4831718,1,Low,12.0,14774,84
BR_3006,2025-04,West,3396836,1,Low,15.9,15109,86
BR_3007,2024-04,North,5111985,1,Low,15.7,14776,119
BR_3007,2025-04,West,3631976,1,Low,23.2,10274,40
BR_3008,2024-04,North,5085564,0,Mid,29.5,15369,22
BR_3008,2025-04,East,5167283,0,Mid,27.7,16472,97
BR_3009,2024-04,South,4558549,0,High,13.9,14888,114
BR_3009,2025-04,East,4986736,0,High,27.2,17258,47
BR_3010,2024-04,East,4669056,0,Mid,22.5,12926,74
BR_3010,2025-04,North,4825686,0,Mid,26.2,12285,19
BR_3011,2024-04,North,4594822,1,Mid,16.1,9701,89
BR_3011,2025-04,East,4901298,1,Mid,12.5,10210,110
BR_3012,2024-04,West,4519659,1,High,24.9,10372,93
BR_3012,2025-04,South,4762421,1,High,10.8,15483,28
BR_3013,2024-04,North,4935531,0,Mid,21.6,16351,67
BR_3013,2025-04,North,4528330,0,Mid,12.3,13978,39
BR_3014,2024-04,West,4895462,1,Mid,18.0,13901,23
BR_3014,2025-04,North,4657165,1,Mid,17.9,10101,16
BR_3015,2024-04,North,4587945,0,High,27.5,15870,9
BR_3015,2025-04,West,4892862,0,High,13.2,11042,25
BR_3016,2024-04,North,4670659,1,Mid,29.1,10773,93
BR_3016,2025-04,North,4997825,1,Mid,25.3,14308,101
BR_3017,2024-04,South,4670788,1,Low,15.4,16336,73
BR_3017,2025-04,West,3349899,1,Low,13.8,15800,25
BR_3018,2024-04,East,4671090,0,Low,16.3,10191,100
BR_3018,2025-04,East,4831966,0,Low,14.8,14888,11
BR_3019,2024-04,East,4887672,0,Mid,21.7,15763,52
BR_3019,2025-04,West,4518074,0,Mid,25.6,10319,106
BR_3020,2024-04,South,5159204,1,Low,21.1,15701,55
BR_3020,2025-04,East,3864092,1,Low,23.9,17322,63
BR_3021,2024-04,West,4760561,1,Low,19.1,9187,60
BR_3021,2025-04,South,3464791,1,Low,19.9,9400,110
BR_3022,2024-04,East,4691341,0,Low,12.5,12853,96
BR_3022,2025-04,South,4578521,0,Low,21.0,13781,112
BR_3023,2024-04,East,4658084,0,Low,24.7,13731,69
BR_3023,2025-04,North,4562944,0,Low,17.7,13857,31
BR_3024,2024-04,West,5198720,0,Low,20.1,17253,20
BR_3024,2025-04,South,4766167,0,Low,23.7,9231,60
BR_3025,2024-04,North,5022903,1,Mid,12.1,13500,101
BR_3025,2025-04,South,5076001,1,Mid,16.0,14680,114
BR_3026,2024-04,South,4539007,1,Mid,13.0,16121,24
BR_3026,2025-04,East,4810260,1,Mid,19.6,12057,120
BR_3027,2024-04,West,4650808,0,Low,21.5,12431,62
BR_3027,2025-04,East,4900898,0,Low,29.1,13290,88
BR_3028,2024-04,South,4801209,0,Mid,29.8,14099,13
BR_3028,2025-04,West,4602778,0,Mid,15.5,13760,112
BR_3029,2024-04,West,4662838,1,High,17.9,9405,51
BR_3029,2025-04,North,4896844,1,High,12.7,16630,12
BR_3030,2024-04,West,4868001,1,Low,15.4,11827,54
BR_3030,2025-04,West,3403515,1,Low,21.5,12522,96
BR_3031,2024-04,North,4616171,0,Low,25.8,9311,80
BR_3031,2025-04,West,5163089,0,Low,10.0,17705,25
BR_3032,2024-04,East,4595742,0,Mid,29.1,15713,77
BR_3032,2025-04,North,5127405,0,Mid,19.9,16454,8
BR_3033,2024-04,South,4738260,0,High,21.9,13254,7
BR_3033,2025-04,North,5047247,0,High,25.6,11612,115
BR_3034,2024-04,West,4526112,1,High,27.1,9532,40
BR_3034,2025-04,East,4714294,1,High,18.8,13908,97
BR_3035,2024-04,North,4792178,1,Low,19.7,13753,104
BR_3035,2025-04,South,3864265,1,Low,20.9,10127,93
BR_3036,2024-04,East,4729249,0,High,28.6,12324,21
BR_3036,2025-04,East,5123922,0,High,27.9,9851,106
BR_3037,2024-04,West,5039583,1,Low,19.9,10530,105
BR_3037,2025-04,West,3767550,1,Low,25.6,17720,26
BR_3038,2024-04,North,5108946,0,Mid,15.4,13891,25
BR_3038,2025-04,South,4596119,0,Mid,23.3,9693,98
BR_3039,2024-04,West,5018011,0,High,20.8,12616,7
BR_3039,2025-04,South,4664349,0,High,13.3,16270,56
BR_3040,2024-04,North,4865520,1,High,27.7,14792,31
BR_3040,2025-04,East,4788694,1,High,24.3,9501,92
BR_3041,2024-04,East,4558835,1,Low,13.8,15393,71
BR_3041,2025-04,South,3424200,1,Low,28.2,13608,83
BR_3042,2024-04,South,5167562,0,High,15.3,11786,84
BR_3042,2025-04,East,4698570,0,High,11.5,13565,33
BR_3043,2024-04,South,5195974,0,Low,18.4,12961,22
BR_3043,2025-04,South,4627021,0,Low,10.9,10771,35
BR_3044,2024-04,South,5089480,1,Mid,27.1,10598,61
BR_3044,2025-04,West,5132417,1,Mid,17.4,14707,53
BR_3045,2024-04,West,4662074,0,High,27.4,14074,79
BR_3045,2025-04,North,4745427,0,High,23.3,9951,56
BR_3046,2024-04,South,4816752,0,High,15.2,11016,20
BR_3046,2025-04,North,4615685,0,High,29.7,15140,23
BR_3047,2024-04,North,4995539,1,Mid,10.2,10622,66
BR_3047,2025-04,North,5044087,1,Mid,22.4,17924,47
BR_3048,2024-04,North,5159488,1,High,29.5,13801,41
BR_3048,2025-04,North,4921916,1,High,27.0,17600,108
BR_3049,2024-04,North,5171444,1,High,26.0,13367,99
BR_3049,2025-04,South,4790231,1,High,11.8,13408,43
BR_3050,2024-04,West,4981529,1,High,19.0,17999,118
BR_3050,2025-04,West,4538002,1,High,26.8,15612,57
BR_3051,2024-04,East,4811531,0,Low,27.4,9390,106
BR_3051,2025-04,West,4537670,0,Low,13.2,9951,39
BR_3052,2024-04,North,4631889,1,High,19.0,14332,40
BR_3052,2025-04,West,5120605,1,High,25.2,15988,90
BR_3053,2024-04,East,4729301,1,High,27.9,13293,75
BR_3053,2025-04,North,4598628,1,High,23.3,14141,90
BR_3054,2024-04,West,4849166,1,Low,28.5,10744,62
BR_3054,2025-04,East,3187308,1,Low,21.2,13730,42
BR_3055,2024-04,East,4817898,0,Mid,12.5,9174,112
BR_3055,2025-04,North,5027128,0,Mid,15.0,14388,99
BR_3056,2024-04,South,4888408,1,Low,27.0,13608,100
BR_3056,2025-04,West,3931414,1,Low,12.7,15673,76
BR_3057,2024-04,North,5190402,1,High,13.6,11039,100
BR_3057,2025-04,North,5184629,1,High,17.4,14564,7
BR_3058,2024-04,West,4563710,0,High,11.6,14835,61
BR_3058,2025-04,South,4862390,0,High,25.5,15126,76
BR_3059,2024-04,East,4557652,0,Low,25.9,16883,81
BR_3059,2025-04,East,4596917,0,Low,22.4,9538,28
BR_3060,2024-04,East,4610341,0,Mid,26.5,13682,70
BR_3060,2025-04,East,4906677,0,Mid,14.4,10001,49
BR_3061,2024-04,East,4854334,1,Mid,15.5,14097,86
BR_3061,2025-04,South,4781615,1,Mid,14.5,17528,54
BR_3062,2024-04,West,4610807,1,Low,13.7,16851,49
BR_3062,2025-04,East,3310693,1,Low,29.8,17723,40
BR_3063,2024-04,West,5039711,1,High,22.1,12519,43
BR_3063,2025-04,North,4759792,1,High,22.6,11864,48
BR_3064,2024-04,North,4538782,1,High,15.1,11802,102
BR_3064,2025-04,East,4748083,1,High,30.0,10033,52
BR_3065,2024-04,East,4573399,0,Low,24.6,9656,64
BR_3065,2025-04,South,5000239,0,Low,12.6,11563,46
BR_3066,2024-04,East,4719282,1,Mid,24.1,17477,93
BR_3066,2025-04,West,5175328,1,Mid,19.6,14457,43
BR_3067,2024-04,North,5066942,0,Mid,18.6,9077,59
BR_3067,2025-04,North,4646025,0,Mid,13.7,16921,81
BR_3068,2024-04,East,5068155,0,Low,13.3,9931,70
BR_3068,2025-04,South,5028589,0,Low,25.7,10307,67
BR_3069,2024-04,East,4839463,0,Mid,24.3,15068,6
BR_3069,2025-04,West,4703093,0,Mid,27.2,17284,84
BR_3070,2024-04,West,4588322,1,Low,18.7,9292,93
BR_3070,2025-04,South,4245454,1,Low,17.1,12610,23
BR_3071,2024-04,South,4644584,1,High,15.6,17223,31
BR_3071,2025-04,North,4686038,1,High,25.8,14229,15
BR_3072,2024-04,West,4765844,0,Low,28.2,11606,46
BR_3072,2025-04,North,4937410,0,Low,25.0,9788,74
BR_3073,2024-04,East,5053378,0,Low,22.9,12412,54
BR_3073,2025-04,South,4638867,0,Low,15.5,12608,117
BR_3074,2024-04,West,4937985,0,High,20.4,15822,63
BR_3074,2025-04,East,5162902,0,High,23.5,16430,96
BR_3075,2024-04,East,5167675,1,Mid,11.5,9253,33
BR_3075,2025-04,South,4650938,1,Mid,12.1,10184,106
BR_3076,2024-04,West,5132383,1,High,16.8,10775,102
BR_3076,2025-04,West,4831771,1,High,27.9,17407,117
BR_3077,2024-04,West,4933054,0,Low,29.0,14609,55
BR_3077,2025-04,South,5100945,0,Low,21.5,15048,120
BR_3078,2024-04,East,4585818,0,Low,29.7,14779,10
BR_3078,2025-04,West,4664294,0,Low,11.3,11240,10
BR_3079,2024-04,East,5047610,0,Mid,11.7,11307,49
BR_3079,2025-04,West,5129174,0,Mid,13.6,15333,115
BR_3080,2024-04,North,5025125,1,High,22.8,14309,30
BR_3080,2025-04,West,4575790,1,High,17.0,16280,61
BR_3081,2024-04,North,4784432,1,High,28.4,16241,9
BR_3081,2025-04,East,4700126,1,High,17.8,16533,116
BR_3082,2024-04,West,4716286,1,High,15.0,15145,119
BR_3082,2025-04,East,5143822,1,High,20.7,13658,65
BR_3083,2024-04,South,4578194,0,High,29.7,12102,74
BR_3083,2025-04,North,5178784,0,High,15.4,9727,21
BR_3084,2024-04,South,5015388,0,High,23.4,14046,65
BR_3084,2025-04,East,4701312,0,High,11.9,16667,77
BR_3085,2024-04,West,4745297,0,Mid,12.8,9320,31
BR_3085,2025-04,South,5007307,0,Mid,29.0,10281,58
BR_3086,2024-04,South,4707833,1,Low,15.0,17156,10
BR_3086,2025-04,South,3646743,1,Low,16.5,17015,29
BR_3087,2024-04,East,5167288,0,Low,18.6,16131,44
BR_3087,2025-04,West,4879230,0,Low,17.4,10843,105
BR_3088,2024-04,West,4982155,1,Low,11.8,16786,75
BR_3088,2025-04,South,3666652,1,Low,26.8,17989,107
BR_3089,2024-04,West,4650214,0,High,26.6,17439,116
BR_3089,2025-04,South,4755493,0,High,26.3,14753,27
BR_3090,2024-04,East,5013523,0,Low,12.4,14118,73
BR_3090,2025-04,East,4563590,0,Low,29.7,12555,94
BR_3091,2024-04,West,4585537,0,High,23.2,17344,108
BR_3091,2025-04,North,5117712,0,High,19.3,13426,94
BR_3092,2024-04,West,4511833,0,Mid,17.4,17678,77
BR_3092,2025-04,East,4811199,0,Mid,26.1,17403,67
BR_3093,2024-04,North,4715958,1,High,20.8,14729,98
BR_3093,2025-04,West,5163846,1,High,15.8,16703,54
BR_3094,2024-04,North,4581123,0,Low,15.6,10884,58
BR_3094,2025-04,West,5130273,0,Low,26.8,12454,77
BR_3095,2024-04,East,5024579,0,High,27.3,13912,29
BR_3095,2025-04,West,4528079,0,High,18.7,15739,20
BR_3096,2024-04,South,4531741,0,High,14.1,13281,15
BR_3096,2025-04,West,4617697,0,High,16.5,9794,112
BR_3097,2024-04,East,4589759,1,High,26.2,17765,48
BR_3097,2025-04,South,4866332,1,High,26.5,12422,116
BR_3098,2024-04,West,4899503,1,Mid,16.0,10325,83
BR_3098,2025-04,North,4969134,1,Mid,22.6,10582,71
BR_3099,2024-04,East,5163261,1,High,18.8,11283,17
BR_3099,2025-04,West,4546860,1,High,16.9,13915,75
BR_3100,2024-04,North,4649882,1,Mid,26.4,14296,52
BR_3100,2025-04,East,4803475,1,Mid,17.6,17905,59
BR_3101,2024-04,West,4537562,0,Low,20.5,10426,31
BR_3101,2025-04,South,4508479,0,Low,20.0,9188,54
BR_3102,2024-04,South,5062232,0,Mid,18.4,9674,41
BR_3102,2025-04,North,4820340,0,Mid,12.1,16157,69
BR_3103,2024-04,South,4711282,1,Mid,22.8,12775,104
BR_3103,2025-04,North,4917657,1,Mid,26.9,17997,55
BR_3104,2024-04,West,4678820,0,Mid,21.4,10475,40
BR_3104,2025-04,West,4715359,0,Mid,18.3,9300,88
BR_3105,2024-04,West,4731262,0,Low,17.3,17844,68
BR_3105,2025-04,East,4580444,0,Low,17.6,11729,100
BR_3106,2024-04,East,5118828,1,Low,16.3,15550,43
BR_3106,2025-04,South,4039626,1,Low,22.3,11835,22
BR_3107,2024-04,South,5069059,0,Mid,27.1,12331,105
BR_3107,2025-04,West,4830006,0,Mid,21.3,16191,64
BR_3108,2024-04,East,5120054,0,Mid,10.1,14917,62
BR_3108,2025-04,South,4839879,0,Mid,18.2,13028,32
BR_3109,2024-04,East,4664432,1,Low,25.0,10529,58
BR_3109,2025-04,East,3517792,1,Low,21.4,12643,102
BR_3110,2024-04,East,5085009,0,High,23.6,13691,24
BR_3110,2025-04,East,5067516,0,High,10.4,11351,105
BR_3111,2024-04,East,4938811,0,Low,14.4,16282,47
BR_3111,2025-04,West,4863453,0,Low,20.7,17468,14
BR_3112,2024-04,East,4855068,0,Mid,20.6,10634,57
BR_3112,2025-04,West,4500078,0,Mid,23.2,11870,6
BR_3113,2024-04,West,4584666,0,High,24.7,11668,25
BR_3113,2025-04,West,4596177,0,High,22.8,14567,118
BR_3114,2024-04,West,4771116,0,Low,18.5,16908,24
BR_3114,2025-04,East,4901112,0,Low,25.7,14879,25
BR_3115,2024-04,East,4899706,1,Low,27.1,9664,9
BR_3115,2025-04,North,3523287,1,Low,25.9,13880,66
BR_3116,2024-04,East,4646884,1,High,17.2,11766,22
BR_3116,2025-04,South,4711658,1,High,26.2,16354,14
BR_3117,2024-04,West,4912944,1,Mid,12.8,15393,41
BR_3117,2025-04,East,4900189,1,Mid,11.5,10509,38
BR_3118,2024-04,South,5127942,1,High,21.7,10291,42
BR_3118,2025-04,East,5113799,1,High,15.0,16081,56
BR_3119,2024-04,West,4775136,1,Mid,19.2,11677,8
BR_3119,2025-04,West,5187781,1,Mid,23.3,11699,118
BR_3120,2024-04,East,4764405,0,Low,16.0,17315,30
BR_3120,2025-04,North,4817523,0,Low,17.6,12448,16
BR_3121,2024-04,West,5107002,0,High,15.1,11767,33
BR_3121,2025-04,North,5175643,0,High,17.5,13426,120
BR_3122,2024-04,North,5193836,1,Mid,16.8,15571,77
BR_3122,2025-04,South,4662713,1,Mid,17.4,10794,50
BR_3123,2024-04,North,5090249,1,High,10.2,13180,112
BR_3123,2025-04,West,4827722,1,High,28.0,17424,85
BR_3124,2024-04,East,4859620,1,High,15.8,11495,46
BR_3124,2025-04,South,5046200,1,High,26.0,16039,87
BR_3125,2024-04,West,4795258,1,Low,29.4,12815,66
BR_3125,2025-04,North,3915810,1,Low,12.7,16400,14
BR_3126,2024-04,East,5174536,0,Mid,18.0,13969,10
BR_3126,2025-04,South,4708663,0,Mid,17.8,14318,31
BR_3127,2024-04,South,4873346,0,Low,12.7,16434,113
BR_3127,2025-04,South,4839400,0,Low,16.6,12309,99
BR_3128,2024-04,West,4827260,1,Low,24.8,16288,17
BR_3128,2025-04,North,3899052,1,Low,20.5,11030,22
BR_3129,2024-04,West,4899448,0,Mid,29.4,13148,19
BR_3129,2025-04,East,4876921,0,Mid,19.7,12255,106
BR_3130,2024-04,North,4568933,0,High,21.0,14677,69
BR_3130,2025-04,West,4758356,0,High,26.0,16112,51
BR_3131,2024-04,West,4717755,0,High,16.1,10567,13
BR_3131,2025-04,East,4871831,0,High,23.4,16828,50
BR_3132,2024-04,North,4712827,1,High,13.4,12782,60
BR_3132,2025-04,West,4563070,1,High,24.9,9134,93
BR_3133,2024-04,East,4528108,0,High,22.4,9527,49
BR_3133,2025-04,North,4818377,0,High,12.2,10086,30
BR_3134,2024-04,North,4801547,0,Mid,29.1,9773,10
BR_3134,2025-04,North,4594664,0,Mid,27.8,17873,25
BR_3135,2024-04,East,5159875,1,Low,13.3,10572,8
BR_3135,2025-04,East,3175501,1,Low,29.8,12524,96
BR_3136,2024-04,West,5187400,1,High,20.2,10270,68
BR_3136,2025-04,West,4834595,1,High,15.9,13894,52
BR_3137,2024-04,East,4804011,0,Low,28.7,17109,21
BR_3137,2025-04,West,4848089,0,Low,21.2,10704,42
BR_3138,2024-04,East,4630550,1,Mid,26.5,16175,76
BR_3138,2025-04,North,5008845,1,Mid,23.6,16104,38
